ID,书名,密码,链接
7189,《荒野寒山》,百度网盘密码：trvc     天翼云盘密码：2722,"{'百度网盘': 'http://pan.baidu.com/s/1kVdkBMB', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_DA760694AF41B3B44A4706C62DF024A7BCDA9B8ED1CCDBAC29D0DDDB470A2F8C6EBE883F8CEB99049E110F6B184216BF7743C8033425CDB812F735843286ED2A0B37518535E92C24A86F262580146A859198C336192FC2F0DD60B264CD5DE871C6CBD570B66C797F1DC3BB291D22E56ABAECE075BC8221605AFD0C9C6859EF1E875CBCA1', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_E409D45EC2CBBAF75EA8DD38CDE304DAC49620AF38F8E0E35A8678314A3E4BBC5AD591BBE7A12064B9F43B8C0BE6D8FAC22F576A355506B57B6B613B7FD8F4A6CBB6C0586BFC9426619658DB64242A5272A781A348394C1E5611A07ACF29ED6F3E19FEA1C756FAC4E2E86520C8F308EEEB58C4D7F5303533E3E93375742EAB903080817E', None: 'http://cloud.189.cn/t/nqIBzeRVzMni'}"
7186,《反经大全集》,百度网盘密码：eqh0     天翼云盘密码：0883,"{'百度网盘': 'http://pan.baidu.com/s/1jIx5x90', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_14834E14E7D789F62614BFCF1C2F803EFEE5C32E81DBF120D237BC08EFFCF7155FCFFD08D4C4D0DB8F351B79535EEB5D1B5E8B0E0455F9D1FC34F0F6CCFC439C19BF2175984447FB62FE4D49E5BDC83C171BE49BE77FFD3CE5C32566967DDF8C2DB941FDD7EBE95E81553917A03E4592F345B520C838644ECC3B4D5D6FA39D574BF67353', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_72E85C34478AA2F2039E8EF6372F134388137DFC7C8CABE65396D2D7F746CAB905D1EF1167B6C28443A5C3BEEDC5BB5F2C69DB3FB8195A12F2A041E64F44CF6A0C9555DE180E73F9808F2ADBAA13DE08ADA39360FE184ACC924FD53258F708F01CFAB3F64809275184D37C72697A7ECABF03E70EDCC1288E1F866647A4DDD07801AA9676', None: 'http://cloud.189.cn/t/Jr2Mz2Af26zi'}"
581,《病隙碎笔(修订版)》,百度网盘密码：efmm     ,{'百度网盘': 'http://pan.baidu.com/s/1kUFvkbH'}
1712,《蝴蝶梦》,百度网盘密码：aukc     ,{'百度网盘': 'http://pan.baidu.com/s/1c1GXcqO'}
1771,《小姨多鹤 》,百度网盘密码：2enw     ,{'百度网盘': 'http://pan.baidu.com/s/1hsPmHZe'}
1700,《一个人的朝圣2：奎妮的情歌》,百度网盘密码：ypun     ,{'百度网盘': 'http://pan.baidu.com/s/1eR91yCU'}
922,《肯·福莱特悬疑精选套装（5册）》,百度网盘密码：ds79     ,{'百度网盘': 'http://pan.baidu.com/s/1nu7QgyP'}
6358,《一个人的好天气》,百度网盘密码：u8ht     天翼云盘密码：8006,"{'百度网盘': 'http://pan.baidu.com/s/1geCnax1', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_D73460C7E3ADED1362D51717C183953BE8F1C46A1F2FB196DBBD8AEBCCC4085E4E5DEEB84749F6E14120DAEEF5AE10BA36891EDF87987676F3B67AA501CDF21906CEC73300EDC81BDA331E1B68C834607A7C727F267D85DEA09125E84A4832966F36371CFB8DCE17F033811C18899D8B9A4E4416E817D9DF2EA48D8A535B46DC0F270E8C', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_C629C0C9EA4DED5AE572DA4DB28F0990ED15F687BE64B0E76C26FB708E2D347F9CFD12F0DF58D31E262E9B33FA2703E3351D9D30372D8B584A77E18589E695758FFCB4522902CF1905D60D4142C37F848C73DD42BFC0C937329C56889D9CD51119981E79BD25251A4FAC60CBB7D1F40FC47389FF598876A77B74C0981594547D3D15B3AA', None: 'http://cloud.189.cn/t/YfiMzevU7fiq'}"
737,《摆渡人》,百度网盘密码：i22h     ,{'百度网盘': 'http://pan.baidu.com/s/1miReYxU'}
2099,《这个历史挺靠谱:袁腾飞讲中国史（上+下）》,百度网盘密码：xl4r     ,{'百度网盘': 'http://pan.baidu.com/s/1eSkFBHo'}
665,《人鱼沉睡之家》,百度网盘密码：c985     ,{'百度网盘': 'http://pan.baidu.com/s/1c2K98Q0'}
1703,《小王子》,百度网盘密码：2htg     ,{'百度网盘': 'http://pan.baidu.com/s/1bpA3ILT'}
2954,《康德哲学三大批判（注释本）》,百度网盘密码：2wru     ,{'百度网盘': 'https://pan.baidu.com/s/1c153bCc'}
1446,《轻历史32本大合集》,百度网盘密码：j2r4     ,{'百度网盘': 'http://pan.baidu.com/s/1dFC1mCx'}
3133,《红与黑》,百度网盘密码：fkm3     ,{'百度网盘': 'https://pan.baidu.com/s/1jIhkJMA'}
800,《我当道士那些年》【全本】,百度网盘密码：aayw     ,{'百度网盘': 'http://pan.baidu.com/s/1hsHJImC'}
647,《梦幻花》,百度网盘密码：4daq     ,{'百度网盘': 'http://pan.baidu.com/s/1c1EnEwg'}
2479,《黄仁宇作品系列（套装6册）》,百度网盘密码：kadt     ,{'百度网盘': 'http://pan.baidu.com/s/1dEU3cDr'}
5632,《吴晓波经济史大合集（5本共七册）》,百度网盘密码：0r3z     ,{'百度网盘': 'http://pan.baidu.com/s/1kVjTTI3'}
10624,《守望之心》,百度网盘密码：4rd2     ,"{'百度网盘': 'http://pan.baidu.com/s/1hrS5Bus', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088062609&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6130921348311339&token=cloud3&sig=D3gyBZ70JiI0Wyv7ztV4qvJSlOE%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088062601&sk=98A6737B325C52C84D55218BF66D57AA&ufi=6130921348311356&token=cloud15&sig=xJYs11PNqaPqYCoTHDX2iXrgyxY%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1499088062615&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=1130951665476340&token=cloud4&sig=ieli8t%2FbjZnSTPyGeC3pZLSwe7c%3D'}"
12272,《神游（套装共七部，精校美化版）》,百度网盘密码：u69x     ,"{'百度网盘': 'http://pan.baidu.com/s/1qYlU7e8', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500381587633&sk=6065D28083473231C78F3884E226D7DC&ufi=5149121457511087&token=cloud16&sig=Ys3mLiGbLhWlysYiB6NA7RSENnk%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1500381587627&sk=4650ECCB3BBC9AEC9B9FBD08FAFC6D78&ufi=9149821449968344&token=cloud4&sig=19QhlZHlrv6Vp6gJC26w4LrK%2BUU%3D'}"
2962,《南怀瑾国学经典套装1》,百度网盘密码：dai9     ,{'百度网盘': 'https://pan.baidu.com/s/1hrF4tgg'}
5211,《追忆似水年华（上下册）》,百度网盘密码：8ouu     ,"{'百度网盘': 'http://pan.baidu.com/s/1geCl5YF', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_3B376ABF233BD0103094279619B654BDCD06FB345CC03928175A554A5BDFC791D0EF24CEB1D237F67A684DE482769D1CD6543373211B552A0A3EF9975143E126B26B43B6B18470B9F51C2998AA584ABC7AF1B6C8A6BA717E4E7F69B1A00D21C7B032AFE8D444C08FB671EE3012E1D6679D8F2310350BD130706B4A353388A03B668992E0', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_E3FAC46DD70860E0A675D77A0C9EE25BA6A746786BEF517413C2C2D7A3E9347C6B2F281918FBFE229CF664F1FF68587BC396EA14D1DD0D593950B20B8341D90345A6A0307096783B5B4513AD07FD73BE631E073C243F0BEF2470B298B8B1BB87EB2BB503A601A44A4C56C4DA88ACFABF76E6D336042DB55DDF6152154BBC8534F38EB018'}"
391,网络四大神书完整畅读版（藏地密码全10册+东北往事黑道风云20年全5册+五大贼王全7册+我是个算命先生全4册）,百度网盘密码：9m92     ,{'百度网盘': 'http://pan.baidu.com/s/1o8s45CY'}
1524,《至味在人间》,百度网盘密码：gfri     ,{'百度网盘': 'http://pan.baidu.com/s/1bpfvxtd'}
3234,《大唐三部曲》,百度网盘密码：tupf     ,{'百度网盘': 'http://pan.baidu.com/s/1c2vApES'}
1618,《英雄志》,百度网盘密码：2itc     ,{'百度网盘': 'http://pan.baidu.com/s/1c2cBB4O'}
7167,《白宫岁月：基辛格回忆录套装(中亚原版，套装共4本) 》,百度网盘密码：foq8     ,"{'百度网盘': 'http://pan.baidu.com/s/1nvrZ8lb', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1C129BD1467A95177E5EF4D859A6922F26C983001BE3B3A06B876A12D2220C5A9CACA86E14DD7A975330CCD92CD9AC6D26B6733DA504D9C5649F6F5AF46C37DA559430D58000CC6225108EF51DE92DD9B69D70203E2004F99F5C67E797980B0F031F26B23913FF62BAD5FC6CCCBE729F7AA89145886090D19511BDC718DCE22BEB35EA43', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_968E0807548061B26B3E25162638C51F01E13610FFDBE1D5D6F6BD01EAB64A11288E46F95943563494F8207F904F0A41C6B242D16008D2FF8545C8924613F8DB2BF0B946E2617A0E51B49B542459B13F129546C487ED6CB27D29B55BDC2B88291683AD85F5294A10641A0B41E2F04C2DD4C79E20BEDA04300B444BAB0A0A18FF71429138', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_27D282A1D472B4A9564E35D62DFABD80E3A68A47AACBCB76A7CBB6CF5B1B384A2DC4531D1E8DF295E1167C63B0BA147252780340BC1529E63FE290304CF72356BF6FD2F98F94F82F59F22EC8DF821827C948181940068C587DEA205FFBB012B3EE63C4CEC14D6841AA644FBA28ED927089F1BC5A82E74853B1DBA1EA011DC2EED1D30804'}"
1947,《风港》,百度网盘密码：mpbp     ,{'百度网盘': 'http://pan.baidu.com/s/1jHVEirW'}
608,银河系漫游指南([英]道格拉斯·亚当斯),百度网盘密码：iumq     ,{'百度网盘': 'http://pan.baidu.com/s/1jIQ2Q38'}
1203,《沧月作品集》,百度网盘密码：fcyr     ,{'百度网盘': 'http://pan.baidu.com/s/1gfbjiEn'}
596,《唐诗鉴赏辞典》,百度网盘密码：54wb     ,{'百度网盘': 'http://pan.baidu.com/s/1dEW2xNj'}
6190,《你不可错过的24部西方思想大师巨著》,百度网盘密码：k65b     ,"{'百度网盘': 'http://pan.baidu.com/s/1mi4RlaC', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_BBE1F631967DF15E5EFD6C36D017877B6E466181B528456DBE2A89D5002C50BAF4F8860362C4F801E3F298FA1457CD3B88C3D3BB92C202AFB4B72A82862C0D26CF50CF6DF0BF87BFA023E864ACBE5EAD4EAF81FB5914681A594EA0F2FAFF53F0233CFA651F89A72D71C84B264CFF68E204960F6984736EFAE566568F826634E5034D1BB0', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_77A1C1B3EEA30EE878F125BCE9944CAA19A81DD0BAC1F6653DB3BC8E8F5D0C99FE4F591F1D418A5D44F6EA9C73D3D571EFF1EA52BCF6D66E6AA2F48B90B1AB66F653352B18B7C55DFEFD45E049889508F6266AB2BD28164DA63732680F99C24016A7365A492B4CABFB6264F23766C181FA10D12553B0D007926CFD23B1866BD86D5C32AB', None: 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_1A5C263D286286F1426DB2C202ECDCB6DC79F056150FBD84B4D02BC18D010897F763F6841C46D988ADD144BEA30DCEB7C6357EFFCE21301050B2DA58F5B7F161CF9B81656D482B0D075D7DB4DE95C297F9D3D7857AB4E9E7601CB0FE2934A9ACA6B177F7E1E536CB41A1AEA1B66D61A0C9D294AF9C3BD8E3181179A2821DE2DB7822EF1D'}"
2395,《荣宝斋》,百度网盘密码：rz58     ,{'百度网盘': 'http://pan.baidu.com/s/1hr8cio8'}
1774,《哥舒意作品四本》,百度网盘密码：t6pr     ,{'百度网盘': 'http://pan.baidu.com/s/1c3euyq'}
6873,《这些人，那些事》,百度网盘密码：vk2b     天翼云盘密码：5112,"{'百度网盘': 'http://pan.baidu.com/s/1i5ymQEx', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4DBCF1506F1CC754243D17D15E79C507C0FCF5DB20CFA40C01126B6505D4872D1AF290877A110DE367CADFDB08D0878D6BCB93F46569433BE94C24F52369160147A12307EB7800BABFCB12FD16AD502E410E400480F5A521CF9E6B213B29944B1F7A935F904F541639CE14879A66B286A3676CD777DE0CF4D146CDF490C8A6E32A231CD2', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4747AC51AEDBD703AB2D4ADBA662AD95FD2AE9A4DA134D4AF36C5DB103F0918B1CE5AF2E49F908CBE70F3A561AC5847684224E85A3B27DF9131D739BF487FDF18501ECDFC9CD0E07FA9A0BE73C33C009F0DCFEB2B060954C97F8B398B1EBE233A277ED326656F8397C4EFFA07D951F76A7FB7F78616243266E95165B98A24F532F092832', None: 'http://cloud.189.cn/t/E3MzmazIbe2m'}"
662,《十宗罪》（1-5+前传）,百度网盘密码：snki     ,{'百度网盘': 'http://pan.baidu.com/s/1c2dWg84'}
4275,《生活的艺术》,百度网盘密码：478i     ,{'百度网盘': 'http://pan.baidu.com/s/1mivvrny'}
2936,《悬念大师希区柯克经典故事集》,百度网盘密码：密码: zgsx     ,{'百度网盘': 'https://pan.baidu.com/s/1skWMQnz'}
294,衣香鬓影（套装三册）,百度网盘密码：密码: jwpq     ,{'百度网盘': 'http://pan.baidu.com/s/1nvKWNmL'}
475,《那些路过心上的经典：民国大师经典书系（套装共9册） 》,百度网盘密码：e6kv     ,{'百度网盘': 'http://pan.baidu.com/s/1nuFrap7'}
88,kindle人全站资源分享-自购区61-80,百度网盘密码：26qb     ,{'百度网盘': 'http://pan.baidu.com/s/1hsLgLdq'}
650,《历史的拐点：中国历朝改革变法实录》,百度网盘密码：48c4     ,{'百度网盘': 'http://pan.baidu.com/s/1i5i5CPZ'}
133,英文原著一万册下载,百度网盘密码：3rbc     ,{'百度网盘': 'http://pan.baidu.com/s/1kU5RzJT'}
1383,《首席御医》,百度网盘密码：s69q     ,{'百度网盘': 'http://pan.baidu.com/s/1c2zo9Vy'}
1407,《盛唐领土争夺战 超值珍藏套装》,百度网盘密码：7v2v     ,{'百度网盘': 'http://pan.baidu.com/s/1qYxlEP2'}
1055,《太玄战记》 作者：风御九秋,百度网盘密码：q6a4     ,{'百度网盘': 'http://pan.baidu.com/s/1hsLik4W'}
3250,《相忘师》,百度网盘密码：pvm9     ,{'百度网盘': 'http://pan.baidu.com/s/1o7UR3Jk'}
912,《天下》【全本】,百度网盘密码：3v2q     ,{'百度网盘': 'http://pan.baidu.com/s/1hsHJUOO'}
1199,《小椴作品集》,百度网盘密码：6k3x     ,{'百度网盘': 'http://pan.baidu.com/s/1bpIACJt'}
3584,《侯门新妇》,百度网盘密码：r9qu     ,{'百度网盘': 'http://pan.baidu.com/s/1eRMuFTK'}
282,追风筝的人+群山回唱+灿烂千阳(套装共3册) - 卡勒德·胡赛尼,百度网盘密码：ruvn     ,{'百度网盘': 'http://pan.baidu.com/s/1bpmftXP'}
3254,《肖申克的救赎》,百度网盘密码：2fht     ,{'百度网盘': 'http://pan.baidu.com/s/1nv4fwXb'}
1011,《死神的精确度》,百度网盘密码：vatv     ,{'百度网盘': 'http://pan.baidu.com/s/1geH6dQr'}
4443,《欧洲战争系列（套装6本）》,百度网盘密码：mw7d     360网盘密码：47bf     ,{'百度网盘': 'http://pan.baidu.com/s/1qYldTuO'}
2922,《严歌苓小说精选(套装共9册) 》,百度网盘密码：96ui     ,{'百度网盘': 'http://pan.baidu.com/s/1geKVU63'}
1639,《流年碎影》 ,百度网盘密码：kf1n     ,{'百度网盘': 'http://pan.baidu.com/s/1slu2b73'}
242,余罪：我的刑侦笔记1-4,百度网盘密码：hp9w     ,{'百度网盘': 'http://pan.baidu.com/s/1bp5JLIB'}
674,《焦氏易林注》,百度网盘密码：dyqc     ,{'百度网盘': 'http://pan.baidu.com/s/1geTaHnP'}
5289,《金婚》,百度网盘密码：na2i     ,{'百度网盘': 'http://pan.baidu.com/s/1qXR2umC'}
1030,《独步天下》【全本】,百度网盘密码：whre     ,{'百度网盘': 'http://pan.baidu.com/s/1kVS3Cnd'}
1797,《悬念大师希区柯克经典故事集》,百度网盘密码：i78q     ,{'百度网盘': 'http://pan.baidu.com/s/1qY8b2ag'}
472,《忽而今夏》,百度网盘密码：e7sp     ,{'百度网盘': 'http://pan.baidu.com/s/1gfdPIoz'}
1606,《侣行》【1+2两部全】,百度网盘密码：urjj     ,{'百度网盘': 'http://pan.baidu.com/s/1eRRcnwI'}
2085,《唐朝诡事录（第一部+第二部：长安鬼迹）》,百度网盘密码：m5so     ,{'百度网盘': 'http://pan.baidu.com/s/1kUUWuUz'}
102,kindle人全站资源分享-自制区61-85,百度网盘密码：hnxp     ,{'百度网盘': 'http://pan.baidu.com/s/1mim2JS8'}
3627,《大唐狄公案》,百度网盘密码：hnmg     ,{'百度网盘': 'https://pan.baidu.com/s/1dFsQNEL'}
866,《官道无疆》,百度网盘密码：iug7     ,{'百度网盘': 'http://pan.baidu.com/s/1i47Ygz7'}
853,《民国投机者》【全本】,百度网盘密码： z9rt     ,{'百度网盘': 'http://pan.baidu.com/s/1jIg1TH0'}
2641,《富爸爸穷爸爸》,百度网盘密码：rwkh     ,{'百度网盘': 'http://pan.baidu.com/s/1i4H3NKh'}
1944,《九州缥缈录》,百度网盘密码：t41r     ,{'百度网盘': 'http://pan.baidu.com/s/1o8crAHW'}
605,《解忧杂货店》,百度网盘密码：2s9v     ,{'百度网盘': 'http://pan.baidu.com/s/1i5hPCrF'}
1728,《狼图腾》,百度网盘密码：6v78     ,{'百度网盘': 'http://pan.baidu.com/s/1gfykvhL'}
6361,《中国的亚洲内陆边疆》,百度网盘密码：c7gg     天翼云盘密码：9366,"{'百度网盘': 'http://pan.baidu.com/s/1bUEe54', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_185D2482A2D4566809A15BAFA711245E850C9EA72ADC364E2FC749799D71424E11742C630711A19C62782A00B678580F227C58B6CFE707BEB31CB55C53AACCD3607CF795ADAAE1850FB996914768C0C7EBC3CA2DB001FD473D284A32330926EBB08F354F35EBA87AF7762A00A52C1984A5F076C512B5ECE04A923424B9D054C9BB12D373', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4C69FD773F4A97C8DF17A42A32A6709EF7AEACA650227BDAAB39FE5FA00E5D6D4C8CCF14A9799FA86D552831E3FB33425AD36A93E9473F450F55FA9CF43813D9D9CB1E4448A4CE9A043626A499DB695F024EA4EFCEF43FD9D3FCFE82B9C24045DCE4EF63F5B366DAEBA4FA0F056472C38BB7E76598BCD551304FCA6DDABCADC53E5DC4B2', None: 'http://cloud.189.cn/t/ZFN3eaZnABRf'}"
6355,《老舍全集（合集共48册）》,百度网盘密码：0rj9     天翼云盘密码：4718,"{'百度网盘': 'http://pan.baidu.com/s/1pLyFJTL', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_0359A6F2F90ABF56392A09747915A9F8781C2FD7FF00CB40615C4AEB46452913ED0A378466B867D235F6FC4596A6A21B319EB09843254AB39AC67B032FABA500DA64BA0BBF6664ABEDFD483A22F4652E1FB08A32661CE5934A0071E75AB5644CA220DAA4DAFE6130094962E20E1D820C7FA4C42325E65582D4CB305BEAC3DD953DA31E27', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_195241670D419A5235D99B0B53E5BEA8EE44F028330982E69EC50769AF09AF91C7CAB4FB6101290F2384FDB0BE3FF356040B55F66A7C0EE1CDC2AC976A10852EAD45C53FB9F806DD3AA5FCB31EBF5A72F8F7A050D05DA29FE5AB15665A1394D6482A4626488DF71D2E3AB4FED9961744A00C3FF32C4132DE9B1F58E28FDB0D64C23F453A', None: 'http://cloud.189.cn/t/EZBFVjaQRbEb'}"
453,《民国风尚志》,百度网盘密码：8k6w     ,{'百度网盘': 'http://pan.baidu.com/s/1nvGnmfZ'}
307,《心理罪》（全五册）,百度网盘密码：wcci     ,{'百度网盘': 'http://pan.baidu.com/s/1pKFSPFt'}
373,《万历十五年》,百度网盘密码：ccwd     ,{'百度网盘': 'http://pan.baidu.com/s/1o77NvoI'}
135,商务印书馆汉译世界名著 哲学类 153本,百度网盘密码：gpv4     ,{'百度网盘': 'http://pan.baidu.com/s/1o8Os26Y'}
7183,《此后，不再爱你》,百度网盘密码：yly3     天翼云盘密码：0560,"{'百度网盘': 'http://pan.baidu.com/s/1jHEkm3s', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_9C8D1AB6C0ECCE96014B9919E1A555B125CDDACF7F523FADEAA8403F966AFFDD493D738F1999CFFAC60E72B04CA5185EB9ED6D17967F8C78C8FEFF75BD6F50FA71B057CEDCD946DEC8CF091F0AA7A16E6492954EC0192DCBAD509005F7C131C1305B5BEEF061A05DFD52935E102FF16EA09A76D6F1BEC78583D88E18A739289AB41CAE11', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_B323E34295154A113C1B792395E5F3F287C9115FB53B438227F8BD73076EEDD592B37C2FDC21E6682D8832B2985B33A927CBC80C9DF42959D989EDC5997CD96F7C26B5A4863FD4E32AE772487D86F54D23A2F3E913AC341FA73FEEBA83B39A221F23D31049CBA11B4B109DCB47A5897AC350C5932216DBCD4DFDF470BC9CAC7F70670DF4', None: 'http://cloud.189.cn/t/mYv2ey7FFzMr'}"
593,《浮世织香录》,百度网盘密码：2k2s     ,{'百度网盘': 'http://pan.baidu.com/s/1pKJWLyN'}
908,《官居一品》【全本+番外】,百度网盘密码：f3fy     ,{'百度网盘': 'http://pan.baidu.com/s/1pKQIS0j'}
6123,《搜神谱系列套装（全三册）》,百度网盘密码：zxtd     天翼云盘密码：2257,"{'百度网盘': 'http://pan.baidu.com/s/1o768Dya', 'EPUB格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_4C5435488694D2EFC316D9CA2B861506D237EA19F40F498E2EE309596C5EA6A7CC8B0B3AED189051169EF1894DED905F09A04CEFA01AA509063E356C6A15D31B4E5D81ABEC6519A4478F651C0C8E25E8EFCD37B40DF76BE707971A3409879487605E85A9975DFA3F3530B33F88A4B181758DADA16D2376E4CB3609A93B32C26AF6EFB1CE', 'MOBI格式': 'http://download.cloud.189.cn/v5/downloadFile.action?downloadRequest=1_98522113446188082A5374323840F0D7B1077E589BA5A2F5A7749C9D1A09A502ABE5F248FE208CE1F12FC72D829B7FAA5A74207265C959C16DD3205B3F15DE4B732A51CE206B071E13BA41AAC4917C1C04B7C3F2FDF347AB4322899F276BF9E33F15FC807BF631EB803C1ADEE4D3457A30CB0E2943199EE90475602577F1C2060D101128', None: 'http://cloud.189.cn/t/BJ7FRvNrA7ne'}"
1536,《火中金莲》,百度网盘密码：qcwj     ,{'百度网盘': 'http://pan.baidu.com/s/1slCcUyL'}
2471,《超级大忽悠》,百度网盘密码：dgfg     ,{'百度网盘': 'http://pan.baidu.com/s/1nv72rJN'}
2379,《通天人物》,百度网盘密码：4mto     ,{'百度网盘': 'http://pan.baidu.com/s/1dEVONHv'}
144,商务印书馆汉译世界名著 语言学类 5本下载,百度网盘密码：buq8     ,{'百度网盘': 'http://pan.baidu.com/s/1nvpOBbz'}
3263,《深渊上的火》,百度网盘密码：7vqh     ,{'百度网盘': 'https://pan.baidu.com/s/1nv6Nnbb'}
1395,《兰因·璧月》,百度网盘密码：cfud     ,{'百度网盘': 'http://pan.baidu.com/s/1jINgruY'}
2670,《历届茅盾文学奖获奖作品（一至八届全）》,百度网盘密码：9h2m     ,{'百度网盘': 'https://pan.baidu.com/s/1slOVtXN'}
3224,《奇点系列(套装共4册)》,百度网盘密码：mcud     ,{'百度网盘': 'http://pan.baidu.com/s/1pLKWoOF'}
360,《教父三部曲》,百度网盘密码：ng58     ,{'百度网盘': 'http://pan.baidu.com/s/1jHADtNS'}
4272,《地底世界之雾隐占婆》,百度网盘密码：kutz     天翼云盘密码：7997,"{'百度网盘': 'http://pan.baidu.com/s/1sltPkPv', None: 'http://cloud.189.cn/t/iUvUBniiuYF3'}"
3358,《阿加莎·克里斯蒂作品集（心之罪系列6本套装）》,百度网盘密码：cahj     ,{'百度网盘': 'https://pan.baidu.com/s/1o7X90sq'}
79,kindle人全站资源分享-自购区0-7,百度网盘密码：pecf     ,{'百度网盘': 'http://pan.baidu.com/s/1i4P8mXJ'}
677,《教父》三部曲典藏版套装,百度网盘密码：yi7w     ,{'百度网盘': 'http://pan.baidu.com/s/1bo4gylh'}
6147,《唐砖》,百度网盘密码：z5sd     ,"{'百度网盘': 'http://pan.baidu.com/s/1o8x4AyI', 'EPUB格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498742406107&sk=24578ED11A6242943B095C80BF002EEF&ufi=3147111113095581&token=cloud14&sig=wmWuhCIbBzNJYV77T%2FO2NNMW4Ao%3D', 'MOBI格式': 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498742406090&sk=FD5D0BEDAB27BACAC203D383E577659E&ufi=6149021100310805&token=cloud3&sig=r21lIIedRCrxrN8xBVYnhsqXjpE%3D', None: 'http://download.cloud.189.cn/file/downloadFile.action?dt=52&expired=1498742406098&sk=6065D28083473231C78F3884E226D7DC&ufi=7149121113252081&token=cloud16&sig=jK8iO%2BRWXQAnW7F7hLGAOnGFDhE%3D'}"
982,《极花》,百度网盘密码：kn5y     ,{'百度网盘': 'http://pan.baidu.com/s/1slkXI6D'}
840,《夜不语诡秘档案》【全本】,百度网盘密码：4zf8     ,{'百度网盘': 'http://pan.baidu.com/s/1i4Yw37B'}
2594,《诺贝尔文学奖作品典藏书系全集》(套装共28册),百度网盘密码：f1eu     ,{'百度网盘': 'http://pan.baidu.com/s/1bpeG8Th'}
632,《龙族》,百度网盘密码：bnjf     ,{'百度网盘': 'http://pan.baidu.com/s/1eSCxTHS'}
2175,《芥川龙之介作品集》,百度网盘密码：8u2b     ,{'百度网盘': 'http://pan.baidu.com/s/1jH9tM1C'}
1179,《沧海》,百度网盘密码：niyf     ,{'百度网盘': 'http://pan.baidu.com/s/1dEW31hn'}
3571,《杰森·伯恩之谍影重重（套装四册）》,百度网盘密码：ts25     ,{'百度网盘': 'http://pan.baidu.com/s/1jHH2Ndk'}
970,《万物的签名》,百度网盘密码：pu32     ,{'百度网盘': 'http://pan.baidu.com/s/1gffS2sj'}
